lat,lon,ele,time,temperature,ds,dt,v,a,dh,phi,F_D,F_H,F_A,F_Antrieb
47.593057,12.129957,652.642377,2024-08-23 17:41:30.861000+00:00,28.406570529379803,20.209985884427873,4.566,4.4261905134533235,-0.07483166070417005,0.522077999999965,0.025826931161398507,5.399814153419019,25.333402891949294,-7.483166070417005,23.250050974951307
47.592945,12.130152,653.138557,2024-08-23 17:41:34.787000+00:00,28.663623364892,19.207446759471622,3.926,4.892370544949471,0.11874172987675688,0.4961799999999812,0.025826945080733733,6.597164181967707,25.333416542263294,11.874172987675689,43.804753711906685
47.592895,12.13028,653.39968,2024-08-23 17:41:37.198000+00:00,28.40828761443312,11.092525301410246,2.411,4.600798548905121,-0.12093405061980521,0.2611229999999978,0.02353609975529648,5.834250096146807,23.086782242743116,-12.093405061980521,16.827627276909404
47.59281,12.130594,653.697919,2024-08-23 17:41:42.224000+00:00,28.323577108661414,25.372734124253313,5.026,5.048295687276823,0.08903643819572281,0.29823899999996684,0.01175376939663731,7.024382876040249,11.530182289270632,8.903643819572281,27.458208984883164
47.592797,12.130636,653.738652,2024-08-23 17:41:42.744000+00:00,28.733215113845947,3.4654353676182654,0.52,6.6642987838812795,3.107698262700877,0.04073300000004565,0.011753537425020876,12.24129957615694,11.529954740833539,310.7698262700877,334.5410805870782
47.592702,12.130987,654.072026,2024-08-23 17:41:48.066000+00:00,28.55251139128957,28.361903451212658,5.322,5.329181407593509,-0.25086760170758554,0.3333740000000489,0.011753747363792422,7.827798089682993,11.53016067654279,-25.086760170758556,-5.728801404532771
47.592617,12.131179,654.274471,2024-08-23 17:41:50.716000+00:00,29.431996494291344,17.22307252220175,2.65,6.499272649887454,0.44154386501658277,0.20244499999989785,0.011753749339367528,11.642550209444133,11.5301626144481,44.15438650165828,67.3270993255505
47.592008,12.132131,655.431076,2024-08-23 17:42:06.826000+00:00,27.35451509580349,98.3986371292486,16.11,6.107922850977567,-0.024292352508372854,1.1566050000000132,0.011753737363234065,10.282665128181765,11.5301508666727,-2.4292352508372854,19.38358074401718
47.59187,12.132478,655.723465,2024-08-23 17:42:12.366000+00:00,29.22575342596123,30.209204250262548,5.54,5.452924954921038,-0.11823066715821827,0.29238900000007106,0.009678502877088616,8.195541399202666,9.494463091002434,-11.823066715821827,5.8669377743832705
47.591822,12.132764,655.69677,2024-08-23 17:42:17.343000+00:00,29.30304259624881,22.10148518589798,4.977,4.440724369278276,-0.20337564509599393,-0.0266950000000179,-0.0012078367944042285,5.435334074650473,-1.1848876072110568,-20.337564509599392,-16.08711804215998
47.5918,12.133064,655.669437,2024-08-23 17:42:22.201000+00:00,27.643304883795924,22.629832530215374,4.858,4.658261121905182,0.044779076292076274,-0.02733299999999872,-0.001207829826928401,5.980896209884574,-1.1848807721222558,4.477907629207627,9.273923066969946
47.591833,12.133503,655.629428,2024-08-23 17:42:27.800000+00:00,28.508656202959827,33.12480114088766,5.599,5.9161995250737025,0.224671977704683,-0.040009000000054584,-0.0012078255315186625,9.647265511145436,-1.1848765583283758,22.4671977704683,30.92958672328536
47.592046,12.135044,655.471952,2024-08-23 17:42:40.609000+00:00,28.494279567002103,117.9625922138619,12.809,9.2093521909487,0.2570967808474508,-0.1574759999999742,-0.001334964784148231,23.376353743516777,-1.3096000642695271,25.70967808474508,47.77643176399233
47.59208,12.135176,655.216832,2024-08-23 17:42:41.603000+00:00,27.97624415264109,10.596131341884112,0.994,10.660091893243573,1.4594966823892086,-0.25512000000003354,-0.02407206104166037,31.32135224689202,-23.612411303492763,145.94966823892085,153.6586091823201
47.592384,12.135834,653.776762,2024-08-23 17:42:47.637000+00:00,28.29109165620456,59.811722818702144,6.034,9.912449920235689,-0.12390486791645407,-1.4400699999999915,-0.024072067563873065,27.081992855462882,-23.61241769992972,-12.390486791645406,-8.920911636112242
47.592751,12.136399,652.360428,2024-08-23 17:42:52.969000+00:00,28.124712077267084,58.82586262174773,5.332,11.032607393426057,0.21008204673487765,-1.4163340000000062,-0.024072072290738444,33.54864113799273,-23.612422335641213,21.008204673487764,30.944423475839283
